Group 1,Group 2,Group 3,Group 4,Name,Nutrient,Minimum,Maximum
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",P,0.34,0.68
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",RUP,6.8,100
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",RUP,6.8,100
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",S,0,0.4
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",S,0.18,0.4
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",Se,0,5
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",Se,0.28,5
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",TDNCattle,69.5,100
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",TDNCattle,69.5,100
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",Vit A,0,66000
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",Vit A,5540,66000
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",Vit D,0,25000
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",Vit D,1511,25000
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",Vit E,0,51000
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",Vit E,40,51000
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",Zn,0,500
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 3% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 3,0 %  Fat & 3-4 %  Protein",Zn,59,500
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",ADF,18.9,100
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",ADF,18.9,100
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",ADF,18.9,100
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",ADF,18.9,100
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Avail P,0,
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Avail P,0,
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Avail P,0,
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Avail P,0,
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Ca,0.72,1.44
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Ca,0.67,1.34
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Ca,0.67,1.34
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Ca,0.72,1.44
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",CF,0,100
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",CF,0,100
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",CF,0,100
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",CF,0,100
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Cl,0.32,
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Cl,0.32,
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Cl,0.32,
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Cl,0.32,
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Co,0,25
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Co,0,25
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Co,0.1,25
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Co,0.1,25
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",CP,18,18.5
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",CP,17.5,18
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",CP,17.5,18
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",CP,18,18.5
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Cu,0,40
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Cu,0,40
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Cu,12,40
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Cu,13.5,40
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",DM,0,100
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",DM,0,100
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",DM,0,100
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",DM,0,100
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",EE,0,100
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",EE,0,100
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",EE,0,100
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",EE,0,100
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Fe,0,500
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Fe,0,500
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Fe,17.1,500
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Fe,18.9,500
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",I,0,50
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",I,0,50
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",I,0.3,50
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",I,0.6,50
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",K,1.07,
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",K,1.07,
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",K,1.07,
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",K,1.07,
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Mg,0.24,0.6
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Mg,0.24,0.6
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Mg,0.24,0.6
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Mg,0.24,0.6
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Mn,0,2000
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Mn,0,2000
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Mn,18.9,2000
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Mn,17.1,2000
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Mo,0,5
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Mo,0,5
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Mo,0,5
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Mo,0,5
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Na,0.28,
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Na,0.31,
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Na,0.31,
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Na,0.28,
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",NDF,27,78
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",NDF,27,78
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",NDF,27,78
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",NDF,27,78
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",NElCattle,1.7,
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",NElCattle,1.65,
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",NElCattle,1.65,
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",NElCattle,1.7,
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",P,0.36,0.72
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",P,0.34,0.68
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",P,0.34,0.68
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",P,0.36,0.72
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",RUP,7.2,100
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",RUP,7,100
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",RUP,7,100
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",RUP,7.2,100
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",S,0,0.4
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",S,0,0.4
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",S,0.18,0.4
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",S,0.18,0.4
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Se,0,5
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Se,0,5
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Se,0.28,5
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Se,0.27,5
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",TDNCattle,70,100
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",TDNCattle,70,100
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",TDNCattle,70,100
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",TDNCattle,70,100
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Vit A,0,66000
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Vit A,0,66000
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Vit A,5540,66000
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Vit A,3373,66000
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Vit D,0,25000
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNE,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Vit D,0,25000
Dairy Cattle,Complete rations for lactating Cows,Large Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Vit D,1511,25000
Dairy Cattle,Complete rations for lactating Cows,Small Breeds 4% BFat,MNI,"Fresh Cows, producing around 25 Kg (55 lb) milk with 4,0 %  Fat & 3-4 %  Protein",Vit D,1029,25000
